,node,TIL_6,TIL_16,TIL_1,TIL_44,TIL_35,TIL_2,TIL_42,TIL_12,TIL_13,TIL_27,TIL_4,TIL_20,TIL_21,TIL_29,TIL_43,TIL_15,TIL_30,TIL_31,TIL_14,TIL_19,TIL_26,TIL_36,TIL_37,TIL_8,TIL_9,TIL_5,TIL_41,TIL_22,TIL_23,TIL_3,TIL_40,TIL_7,TIL_10,TIL_34,TIL_38,TIL_39,TIL_18,TIL_11,TIL_17,TIL_28,TIL_32,TIL_24
2555,NT5DC2,-0.985534,-1.42094,-1.05222,-0.782527,0.806324,-0.306954,-1.37096,-1.43829,-0.833925,-2.31091,-0.370759,0.734835,-0.452843,-1.00169,-0.318423,-1.29945,-0.135755,-0.804708,-0.658103,-1.59216,-0.0936693,-2.1533,-0.990551,-0.744598,-0.53623,-0.570774,-1.16154,-0.222107,-1.17231,-0.637087,-0.907902,-0.614639,-0.805978,-1.35038,-2.01545,-0.412261,-0.410536,-1.12934,0.0394902,-0.570546,-0.694617,-1.05341
2556,NT5DC3,2.34395,0.0,0.974491,-0.359669,0.0,0.28276,-0.482769,2.59091,-1.69958,-1.2865,0.978219,0.234967,1.58003,-0.39134,-0.39864,-0.0098947,1.706,-0.466013,-1.11411,2.23214,3.16846,0.89242,1.144,0.045612,1.53862,0.531914,2.16464,2.37451,2.13441,1.83133,0.585531,1.04557,1.83466,0.810913,2.3271,2.92903,4.4821,0.695799,0.62887,1.75319,-0.296564,0.0
2557,NT5E,-1.57784,1.37138,-0.807563,-3.82293,0.800274,-1.86123,-2.12042,-0.971601,-0.745262,-0.114621,0.647704,0.29634,0.0787176,-0.691861,0.256162,-1.66378,-1.61841,-1.5897,0.593841,1.0428,-0.415918,-2.39385,0.372614,0.357977,-0.296279,-0.896192,-1.91664,0.378639,-1.0478,-0.750431,-0.373819,1.06027,-0.248478,-1.2431,-3.25607,-0.581857,0.030084,0.0506546,-0.554543,-1.16911,0.265911,-0.534344
2558,NTMT1,0.230707,0.254261,0.29772,0.365196,0.830474,0.185213,-0.826882,0.752963,0.153182,0.998602,-1.13158,-0.771496,0.0750415,-0.266144,0.479641,0.290928,-0.966608,0.309109,-0.631708,-0.796706,0.424837,-0.269679,-1.18779,-0.49407,-0.154505,-0.799947,0.482709,-0.0372343,0.0860903,-0.497676,0.279024,-0.826376,0.109058,-0.320657,-0.0780704,-0.303187,-0.322697,-0.108777,-0.629264,0.126592,-0.148578,-0.00241596
2559,NTPCR,1.9608,1.8317,2.78735,1.37916,1.4613,0.740863,0.953236,0.583287,1.05452,2.55652,2.06733,0.461667,2.9685,-0.0899587,0.612468,1.85206,1.59273,1.71669,1.63579,2.81285,0.970729,2.19168,-2.60841,1.49917,1.02968,1.34211,1.55617,0.136034,1.87626,1.30965,0.851976,1.35501,0.482616,1.61284,0.9162,1.09543,1.89318,1.93665,0.883748,-0.19458,-4.84699,3.44298
2560,NUB1,0.64922,0.292486,0.979316,0.109215,0.133232,0.340949,0.55316,0.301442,-0.684319,0.816116,1.44727,0.865593,-0.938744,1.20838,0.611605,-0.175885,0.46913,0.0,0.166884,-1.65386,1.31122,0.49045,0.0,0.633551,1.16338,0.34319,0.878203,-0.367451,0.919602,-0.288622,1.31485,0.32267,1.46709,0.0,0.0,0.564687,1.30154,0.0,2.23702,1.33797,2.40517,0.084168
2561,NUBP1,-0.0655901,-0.398003,0.455843,-0.276152,0.234589,-0.642707,-0.595618,0.639156,0.519222,0.583789,0.0,0.0908808,-0.45662,0.0,-0.348891,-0.182535,0.0,0.0,0.904203,0.0,0.0,0.255047,0.95508,4.0425,-0.366442,0.33318,0.0,-0.528007,0.156491,0.141926,1.24527,0.210767,-0.0603876,0.187133,-0.588942,0.260681,0.0141258,0.0,-0.287066,0.0697276,1.04929,-0.13874
2562,NUBP2,0.554974,0.508801,1.44111,0.330077,0.368186,1.57139,0.673273,1.70853,0.490276,1.63529,-0.0602781,0.126176,1.03061,1.17547,1.14032,0.0883016,0.881303,0.575045,0.0,0.806,0.506946,1.10374,-0.71182,0.0,0.840512,0.0187656,0.0,0.0,0.956689,0.459913,1.88222,1.00044,0.535078,1.06483,0.326328,1.25029,0.560152,0.0,0.0,0.4773,0.0,0.529826
2563,NUCB1,0.868684,1.21296,1.75266,0.572944,1.10367,1.48691,1.69297,1.37841,1.26458,2.36697,1.31246,1.08339,1.46273,1.42249,0.936087,1.03739,1.49594,1.6453,0.612041,2.25132,1.52558,1.58547,1.82793,0.992943,1.35809,1.26617,1.7454,1.18848,0.919188,2.13568,1.81826,0.870825,1.17203,2.20566,1.70592,1.07737,1.90735,1.33188,1.45865,1.12131,0.630617,1.42306
2564,NUCKS1,1.1023,0.122658,1.1494,0.784952,0.0428959,0.532794,0.962623,0.995181,1.29107,0.70128,-0.019559,0.777158,1.64825,0.491308,1.75795,0.116524,0.668081,2.06571,-0.0765549,2.09151,1.12852,1.85508,-0.874711,0.783117,1.16755,0.626751,1.50051,0.658296,1.08158,0.693938,0.549582,1.41877,1.55075,1.12236,0.0,1.20627,1.55756,1.4017,0.214162,0.798364,0.492287,1.95456
2565,NUDC,-1.46693,-0.0415723,-0.304392,-0.6614,-0.976342,-0.788111,-1.19916,-0.670576,-0.872152,-0.442044,-0.282505,-0.544674,-0.575922,-0.207704,-0.0599998,-1.16591,-0.00597215,-0.779124,-0.190358,-1.05476,-0.0897692,-1.31514,-0.928317,-0.71993,-0.686768,-0.629076,-1.02851,-0.597953,-0.466748,-0.852183,-0.385844,-0.312126,0.444431,-0.693632,-1.82073,-1.11329,-0.303043,-0.461546,-0.418114,-0.769598,-0.191647,-0.806444
2566,NUDCD1,-0.137123,0.0527431,1.03998,1.57345,-0.227909,-0.413461,-0.569923,-0.294238,-0.347635,-0.451185,1.09701,0.24865,0.108584,-0.953912,-0.506182,-0.57096,0.0187643,-0.344498,0.494808,0.541032,0.746199,-0.558725,-0.64645,0.183352,-0.352384,0.154116,-0.226463,-0.322236,0.956386,-0.628795,-0.0481524,0.219647,0.446009,-0.312324,-0.826176,0.122274,0.262977,0.725109,0.408286,-0.318467,1.28586,-0.0456198
2567,NUDCD2,0.648165,0.710258,0.97566,0.725106,1.14014,0.537435,0.354423,0.112689,0.873747,1.02976,0.231107,0.0,0.9884,1.74889,0.657122,0.643981,0.675182,1.27166,1.32308,1.12054,1.30528,0.724942,0.0,0.75516,0.165432,1.14458,0.623115,0.260112,0.438878,0.881108,1.31617,0.0173885,-0.222341,1.26547,0.312866,0.269898,1.2821,0.124132,0.726366,0.628541,0.0,0.752932
2568,NUDCD3,-0.578864,0.210536,0.725932,0.368041,1.04794,0.570712,-0.303298,0.510197,0.148798,-0.24791,0.579169,-0.175496,-0.0542765,-0.186564,-0.0715986,0.0451332,1.18848,1.67392,0.371744,0.136709,0.0166336,-0.183509,-0.145068,0.323617,-0.230856,0.484536,-0.12818,-0.351092,-0.165856,-0.345982,0.197454,0.277349,1.31494,-0.479171,-0.353111,0.250906,0.285448,-0.00429934,0.130781,-0.8044,0.505945,-0.44739
2569,NUDT1,-0.953206,0.0,0.945499,0.438634,1.41012,0.449066,0.0,0.161787,0.849792,0.865232,0.0,1.00008,0.897313,0.838756,1.05652,-0.0346492,1.43736,1.9013,0.439594,0.629032,0.0,-0.540346,0.221682,0.0,-0.0584651,0.279935,0.0,-2.68055,0.509857,-1.06248,0.44442,-0.165522,0.948614,-0.319964,0.0216293,-0.22235,1.82138,0.360054,0.428024,0.418738,0.257605,0.960031
2570,NUDT15,-0.805207,0.247001,0.834299,0.87491,-1.28672,0.372969,-0.650425,0.0,-0.617127,0.25913,-1.18826,-0.70726,0.123349,-1.72799,0.89906,0.361165,0.35808,0.0,2.43457,0.0,2.83007,-0.569448,0.0,1.27894,-0.222278,-0.905388,0.00152688,-2.41398,-1.86748,0.0,0.0,0.772125,1.94261,0.157415,-1.50828,-0.513301,1.92852,0.955987,-1.45596,0.998682,0.783385,0.0
2571,NUDT16,1.18076,1.79185,1.43398,0.0,1.37821,0.577005,0.292565,1.71285,1.46451,1.51221,0.0,0.397861,1.059,2.06016,2.94588,1.14235,1.42997,1.10334,0.524757,1.28496,2.66569,1.56887,0.236139,1.68684,0.464312,1.10964,1.48084,1.11269,1.46372,0.0,2.45796,0.57888,2.22035,0.614264,2.09492,0.877687,3.46873,0.909315,1.0861,1.33906,2.2324,0.915521
2572,NUDT16L1,0.0,1.55261,1.01179,-0.660515,1.62782,0.845049,-0.0294865,1.7975,1.42426,0.0,1.38585,0.0,1.06823,0.182634,1.78506,1.00422,0.951646,1.77042,1.2934,0.0,1.99355,0.711878,-0.168604,0.903806,2.26654,1.833,1.31613,2.54694,1.16024,0.427239,1.06772,0.0,0.882936,-0.295866,0.312023,0.509355,2.62489,0.25783,0.492714,0.0,1.99818,2.90712
2573,NUDT19,0.681023,1.53044,0.468296,1.56695,1.39038,-0.591444,0.176251,0.0329108,1.53875,-0.841407,1.24562,0.0,1.78974,0.407095,1.6233,0.913495,-3.69529,0.0,1.18325,1.31726,-1.25335,0.504982,-1.7415,0.90135,0.0347244,-0.636886,2.12932,0.216463,0.970944,-0.172544,1.18759,1.10845,-1.38901,-0.168461,2.66892,1.58506,0.0,1.79626,0.567109,1.49555,-4.54389,1.28243
2574,NUDT21,0.466005,1.30557,2.00833,0.880336,0.965128,0.559383,1.03982,0.559916,1.42048,1.84155,0.255711,0.613804,0.959029,0.910065,1.6391,1.27284,1.69651,1.28897,1.26203,1.31491,0.402772,1.03604,1.40484,0.91197,1.28386,0.800555,0.832879,0.972562,1.24164,0.911837,0.00214428,0.828625,1.17344,0.110802,1.15036,0.597381,0.919128,0.881811,1.22037,0.721212,-0.498622,1.41243
2575,NUDT5,1.2033,1.41597,1.78497,-0.849863,0.823464,0.622034,0.3541,0.907963,0.809132,0.965803,0.0487471,0.317691,0.051317,0.206263,0.505594,-0.275926,0.230512,1.18591,0.888197,0.205921,0.157455,-0.166705,0.326425,0.319791,0.141874,0.242233,0.622475,0.337116,0.591825,-0.178084,0.664278,-0.0156199,1.11195,0.0202187,0.914052,0.255723,1.03546,1.37605,0.274925,0.192323,0.468643,1.22967
2576,NUDT9,0.799245,0.951508,1.12529,1.36792,0.0,1.30756,0.951331,1.88664,0.984714,1.54597,3.12042,0.827356,1.55409,1.8509,-0.0286059,0.620365,1.64733,1.65722,0.107671,1.40569,1.20265,0.99459,1.01831,0.54734,0.957998,1.35315,1.67359,1.51954,0.934431,1.92148,0.54904,1.55009,0.573624,1.58012,1.10774,1.65357,1.58458,2.40286,1.57228,0.874328,1.63106,0.92854
2577,NUF2,0.0,0.0,-1.0195,-0.813098,0.0,0.249732,-1.43937,-1.09143,-1.89242,-1.36416,2.6669,1.53579,0.4938,-1.80241,-0.981054,-0.00507058,-0.477103,0.0,0.0,0.0,-1.41009,0.0,0.0,0.0,-1.08442,-0.0182388,-1.56771,-1.40619,-0.577866,-1.0021,-1.59614,-1.98944,-1.01481,-0.296834,0.0,-1.01507,0.0,-0.112825,0.712174,0.624706,1.96196,0.0724996
2578,NUFIP2,-1.38796,0.65272,-0.209184,-0.421079,-0.0434886,-0.108269,-0.514825,-0.0382186,-0.194588,0.134872,0.661009,0.0318969,0.260726,0.229445,1.20547,-0.371451,-0.570734,-0.192107,0.254641,0.168447,0.258223,-0.609348,-0.270858,-0.11537,-0.25726,-0.413494,-0.320661,0.268513,0.478855,0.00613117,0.65451,-0.422048,0.581897,-0.598615,-0.746133,0.0671668,0.49151,0.395692,0.728336,-0.253353,0.951949,0.447394
2579,NUMA1,-1.94347,-0.419149,-0.643849,-1.07213,-1.09327,-0.946981,-0.865483,-1.15364,-1.39906,-0.520563,0.478413,-0.0638251,-0.605379,-0.45929,-1.115,-1.41402,-0.386596,-0.750867,-0.370498,-1.55994,-0.374747,-1.7779,-0.669435,-0.817195,-0.306194,-0.219564,-0.30277,-0.830796,-0.764035,-0.41694,-0.0825724,-0.32821,-0.509974,-0.685456,-1.29156,-0.948652,-0.339902,-0.442248,-0.046002,0.189869,0.17131,-0.766073
2580,NUMB,-0.600815,1.16913,-1.07934,-0.696441,-0.143135,0.0,0.0,-0.0315495,0.498406,-0.148194,-1.36118,-1.08493,-0.109067,-1.52272,-0.301952,-0.0959926,0.178618,-1.13306,0.403676,-0.211316,-0.823469,-0.667611,0.294467,-0.68377,-1.41814,0.417038,0.248788,0.345263,-0.662091,0.316891,0.120654,-0.687281,-0.189266,-0.531331,0.0,-0.0982153,0.216069,-0.114093,0.36548,-1.99487,-1.11265,1.09666
2581,NUP107,-1.66376,-0.907636,-0.328266,-0.286,-0.166287,-0.931291,-1.69787,-0.512012,-0.897972,-1.50351,0.0154099,0.913564,-0.0714661,-0.789951,-0.0554789,-1.15202,-0.633008,-1.25639,-0.104008,-0.152144,-0.282888,-2.05171,-0.0802772,-0.489355,-0.261999,-0.324257,-0.970515,-0.442509,-0.552321,-0.398339,-0.751599,-1.30842,-0.882451,-1.06981,-0.956303,-0.937494,-0.838952,-0.949168,0.155268,0.17753,-0.714384,-1.27688
2582,NUP133,-1.02278,-0.319743,0.645507,-0.353114,0.0475889,-0.434188,-0.794003,-0.63529,-0.699548,-2.04887,-0.749279,-0.377141,-0.292034,-0.261406,-0.0901064,-1.17447,-0.13814,-0.39911,0.0905046,-0.567181,-0.908695,-0.631578,-1.52531,-1.09678,-0.53372,-0.251554,-0.536578,-0.688241,-0.339685,-0.698553,-0.381586,-0.259419,-0.131277,-0.757361,0.0504594,-0.395262,-0.324514,-0.936461,-0.15759,-0.0501957,-0.233104,-0.935757
2583,NUP153,-2.41502,-1.31215,-0.806027,-0.725586,-1.03917,-2.52782,-0.972819,-1.07536,-1.09341,-0.891047,0.158804,-0.536232,-1.49156,-0.830429,-1.09086,-1.5488,-0.70828,-0.925438,-0.386132,-1.05509,-0.451394,-2.29126,-0.761124,-1.1451,-0.735891,-0.897765,-0.743941,-1.13428,-1.04376,-1.26688,-1.06595,-1.72673,-1.68046,-1.72634,-2.56296,-1.82632,-0.825574,-0.722775,-2.83963,-0.27867,-0.370089,-1.64852
2584,NUP155,-1.74717,-1.6067,-0.161338,-0.639121,0.0308682,-0.691222,-1.19239,-0.359688,-1.20046,-1.4283,0.350177,-0.797953,-0.13267,-0.747128,-0.155274,-1.43965,-0.34994,-0.926603,-0.310861,-0.575721,-0.50759,-2.49323,-0.712072,-1.06792,-0.486953,-0.273521,-0.975146,-0.249603,0.133632,-0.240013,0.0207154,-0.852507,-0.985089,-0.624225,-0.910418,-0.816021,-0.822392,-0.777399,-0.584513,-1.03449,0.235287,-1.23731
2585,NUP160,-2.10873,-0.786637,0.231489,-0.536467,-0.577243,-0.736245,-0.59712,-0.923783,-1.74849,-0.902395,0.25741,-0.305529,-0.228546,-0.531729,-0.793277,-0.5785,-0.361967,-0.498656,-0.59084,-0.66503,-0.213317,-1.56919,-2.45469,-0.540055,-0.568169,-0.3267,-0.750208,-0.858874,-0.237831,-0.393232,0.849105,-1.70765,-0.343809,0.0786009,-2.38269,-0.523863,-0.394309,-1.4183,-0.738879,0.187556,0.497751,-0.957878
2586,NUP188,-2.32208,-0.471942,-0.450593,-1.03318,-0.313762,-1.34818,-1.45381,-0.686546,-1.37475,-1.54105,0.105272,-0.666855,-0.721,-1.30625,0.0581883,-1.26927,-0.482336,-0.898202,-0.492188,-1.05757,-0.0878152,-1.66212,1.10927,-1.31566,0.0653069,-0.85433,-0.826076,-1.28573,-1.33464,0.0521113,-1.22452,-1.31766,0.685143,-0.561745,-1.06966,-0.614917,0.0239407,-1.52808,0.285469,0.222928,0.628941,-1.16592
2587,NUP205,-1.55045,-1.20316,-0.220692,-0.464636,-0.453024,-0.713423,-0.595952,-0.666277,-1.14655,-1.75526,-0.521475,-0.659548,-0.491145,-0.969215,-0.281037,-1.14408,-0.06373,-0.822293,-0.735955,-0.780521,-0.446828,-1.49316,-1.17871,-0.80262,-0.882504,-0.924376,-0.716702,-0.751863,-0.59151,-0.464898,-0.47534,-1.17834,-0.536661,-1.16971,-1.60198,-0.673594,-0.620799,0.0793446,-0.388463,-0.102062,-0.324378,-1.16156
2588,NUP214,-1.33853,-0.435785,-0.78103,-1.06739,-0.583934,-1.1242,-1.11696,-0.45317,-1.75513,-1.7403,0.933994,0.756914,1.18567,-0.494034,-1.20922,-1.09342,-0.346627,-1.00544,1.31526,0.566294,0.032424,-1.07974,0.887649,-0.365907,-0.817222,-0.540989,-0.757294,-0.092244,-0.887177,-0.425936,0.194591,-1.31224,-0.452147,-0.684515,-0.0532876,-1.00251,-0.0843448,-0.229046,0.708669,-0.0280027,0.517365,1.03771
2589,NUP35,0.510314,1.25846,2.40313,1.61032,1.19893,0.881638,0.767666,0.384103,1.45091,1.17995,0.768673,-0.303358,1.40288,0.981879,1.85405,0.59827,1.03337,0.890565,1.59101,1.09827,1.41865,0.821236,-0.766948,1.26321,1.11617,0.608496,0.529721,0.0,0.953249,0.817295,0.594031,1.10462,0.868954,0.864319,0.975523,0.646987,0.277999,0.653122,0.241288,0.877177,0.953329,0.959959
2590,NUP37,-0.194969,0.0511617,-0.880114,0.184904,0.112104,-1.92524,-1.21088,-1.7616,-0.159665,-1.86562,-2.09276,0.202957,-2.02574,-2.80286,0.21091,-0.640637,-0.546895,-1.10746,-1.92905,-0.582954,-0.423321,-0.539542,0.0,0.251451,0.134096,-2.48161,-0.598523,-1.94514,-0.865909,-1.02032,-0.564623,-0.608757,-1.94307,-1.43955,-0.38009,-0.504416,-0.640145,-1.98585,-2.85317,-0.67862,0.36515,-0.295537
2591,NUP43,-0.132063,0.379638,0.835156,0.479261,0.0306617,-0.309991,-0.345319,0.277528,0.243187,0.339573,-0.526048,-0.285407,-0.388945,-0.000577644,1.08184,0.138269,0.490483,0.19558,0.792195,0.649741,0.441606,0.00391494,0.152301,0.224725,-0.351016,-0.696574,-0.34305,-0.102473,0.253842,0.285334,0.00455707,-0.221951,-0.258819,0.107421,0.24314,0.13576,-0.627469,0.297412,0.491058,-0.0817868,-0.0581069,0.271231
2592,NUP50,-1.67103,-0.655522,-1.05085,-1.35421,-0.540817,-1.09771,-1.79571,-0.145519,-0.954079,-1.05917,-2.53744,0.406645,-0.0971686,-0.877292,-0.50333,-1.32494,-0.67446,-1.20391,0.515623,-0.473608,-0.470047,-1.43577,0.935558,-0.200487,-1.11751,-0.909786,-1.92992,-2.35284,-0.860802,-0.760176,-1.11324,-0.472607,-0.296888,-0.168461,-1.10255,-1.20348,0.0982799,0.348877,-0.258444,-0.0805453,0.427022,-1.00989
2593,NUP54,0.342869,0.736078,1.23277,0.791581,0.845705,0.0668582,0.0776189,0.202143,0.468539,0.314445,0.907904,0.939392,0.564234,-0.0704254,0.974054,0.420048,1.11515,0.209133,0.640826,0.783453,0.428649,0.103013,0.313,0.437131,-0.52384,0.351249,0.342445,0.616184,0.583181,0.536563,0.340532,0.796083,-0.482859,-0.0825724,0.0746345,0.282699,0.585394,0.678823,-0.237342,0.345842,0.373712,0.21072
2594,NUP62,-0.359421,0.732407,0.539429,-0.144565,-0.0139639,-0.23761,-0.0564306,-0.402559,-1.27841,0.395501,0.455858,0.528467,2.14804,0.437032,0.29917,0.147993,0.259972,-0.0632398,-0.369769,-0.101572,0.465797,-0.911429,-0.530073,-0.845241,0.206699,-0.222077,-0.268791,0.162433,-0.909414,0.489565,0.239793,0.549894,0.104405,-0.0986104,-0.829113,-0.222616,1.01129,0.725676,0.00803044,0.353693,0.869224,0.0401319
2595,NUP85,-1.08253,-0.171411,0.29492,0.25257,-0.100596,-1.33098,-1.1813,-0.557465,-0.398448,-1.731,-0.739347,0.514027,-0.250908,-1.61131,-0.0172128,-1.03701,-0.36179,-1.14299,0.591361,-0.684777,-0.474804,-1.09515,-0.0617071,0.42679,-0.268534,-1.0646,-0.433713,-0.0890656,-0.248505,0.814542,-0.219758,0.195685,0.839201,-0.99613,-0.835308,-1.22386,-0.827525,-1.03302,0.703253,-0.362591,-0.200357,-0.940756
2596,NUP88,-0.925843,-0.848546,-1.12285,-0.787578,-0.290812,-0.744022,0.388224,-0.819712,-0.158305,-1.62264,-0.507291,-0.697025,0.107673,-0.0395982,-0.186621,-0.94509,0.839735,-0.346003,-2.77305,0.219363,-1.04355,-1.46684,-0.989721,-0.564386,-1.1723,-0.579261,-0.717413,1.61965,-0.0488115,-1.33358,-0.447909,-0.961112,-1.49401,-2.78701,-1.2042,-0.829497,-0.308241,-1.60982,-0.335431,-0.22176,0.660381,-1.5764
2597,NUP93,-0.949275,-0.407312,0.185566,-0.455826,0.061233,-0.501498,-1.18192,-0.24061,-0.515685,-1.19042,0.113029,-0.750008,-0.0779848,-0.547382,-0.0236152,-0.733747,-0.0678694,-0.471541,0.115707,-0.326088,-0.216161,-0.95411,-0.288062,-0.533741,-0.449312,-0.437869,-0.575876,-0.11096,-0.262237,-0.222149,-0.130132,-0.712534,-0.167851,-0.983831,-0.811472,-0.407034,-0.330343,-0.427538,-0.0234977,0.141791,-0.223125,-0.849708
2598,NUP98,-0.962913,-0.239494,-1.09262,-0.280381,-0.514738,-1.00916,-1.24801,-1.38909,-1.11652,-0.141614,0.153542,0.0307432,-1.66044,-0.688259,-0.44949,-0.96412,-0.402641,-0.746493,-0.150898,-0.157131,0.149705,-1.06956,0.0857841,-0.463452,-0.514503,-1.74847,-0.814382,-0.11815,-0.464101,-0.0789139,-0.802493,-1.23684,-0.942023,-1.39385,-0.564317,-0.605548,-0.140032,-0.610103,-0.0608522,-0.0850545,0.957475,-1.77417
2599,NUPL1,-0.466873,0.579574,1.49103,0.314475,0.366882,-0.429288,-0.191174,-0.186983,0.245226,0.838753,0.0,0.197962,0.757281,0.0,0.782682,0.451603,0.588657,-0.724241,0.535755,1.17983,0.500066,-0.609177,0.0938834,-0.073602,0.204519,0.847798,0.262602,1.09299,1.21459,0.540804,0.792538,0.0928823,0.396898,-0.286149,-1.30791,0.333897,0.694443,1.17302,0.252245,0.286305,0.765878,0.156849
2600,NUPL2,0.267504,0.179799,0.930209,1.16275,0.0,-0.161507,-1.3317,0.0394334,0.176449,-0.036803,-3.318,2.48798,0.839715,-1.22584,1.54949,1.25153,1.00323,1.36877,0.0292527,0.0589472,-1.27639,-1.04092,0.0,0.0,0.42754,-1.20232,-0.0976794,2.14876,0.285432,-0.291086,-1.35201,-0.463413,-0.819058,-0.21688,0.0,-0.474148,0.305341,0.814349,-1.4672,0.639248,0.936155,0.0
2601,NUSAP1,-1.33297,0.0,-0.787509,0.0,0.0,-1.14243,0.142294,-1.50447,-0.962364,-1.4545,-0.443109,0.267143,-1.10101,-0.614743,-1.28247,-0.721725,-0.605096,-0.943662,-1.1308,-1.88528,0.108532,-2.48276,0.0,0.0,-0.679066,-1.50454,-1.21571,0.0152737,0.531802,0.641747,-0.595895,-1.84435,-1.33824,-0.423523,0.0,0.0,0.0,-0.975341,-0.764255,-0.146638,1.55019,0.0
2602,NUTF2,1.23523,0.0,1.81772,0.447274,1.39752,1.11437,1.81321,0.59876,1.9774,2.43589,-1.37899,1.57016,3.06694,1.56654,1.00028,1.36828,0.775911,0.0,3.16472,1.23741,0.511713,1.87601,0.125724,0.0,0.428127,0.539922,0.595912,0.919231,1.79572,0.243042,1.18309,1.31744,0.124597,0.432613,1.53266,1.0203,0.157681,4.1514,0.0,-0.0196651,0.0704789,2.23675
2603,NVL,0.0,-0.851142,0.818126,0.0,-0.596021,-0.625821,-0.40619,1.84174,-1.40939,1.18801,-1.71617,0.44459,-0.51861,0.217721,1.238,-0.304933,1.27827,1.13448,0.183324,0.0,0.405959,-2.11865,-0.968677,-0.575671,2.98478,0.118672,0.0,0.530694,-0.452704,0.295961,-1.82237,0.0,0.0693755,-0.722413,-0.466309,-3.4031,0.447579,0.0,0.669901,1.64014,2.47778,-0.85073
2604,NXF1,-0.475205,-0.386224,0.148985,0.24224,0.0258175,-0.305848,-0.781725,-0.653078,0.0768753,-0.212481,0.45143,0.393814,-0.13863,-0.131075,0.0442442,0.109485,0.550334,-0.00132382,0.0889439,-0.129483,0.020844,-0.076787,-0.0735047,-0.882069,0.188104,-0.0896415,0.0397269,-0.0418448,0.626268,0.137204,-0.715518,0.0480031,0.185369,-1.02111,-0.577373,-0.167212,0.0398053,0.374204,0.293862,0.0159854,-0.145489,-0.0496297
2605,OAS3,1.55676,0.604824,1.84403,-0.602744,1.18322,-0.805298,-0.0168214,0.476436,0.260548,1.15269,0.0,-1.19474,-0.549103,0.570571,0.0,-1.05008,0.948122,-0.0297077,1.37397,2.47343,1.95541,1.2397,0.887929,1.6132,-2.13364,-0.339904,3.52453,1.1086,0.295648,1.47402,1.16164,1.51868,1.74085,0.545495,1.26917,2.31178,0.951868,1.48764,0.0231015,2.0334,0.393309,0.837531
2606,OAT,-1.23241,0.0084928,-0.54097,-1.59875,-0.449105,-1.05013,-1.15565,0.0895666,-0.362123,-1.96566,-0.307115,-0.268637,-0.204549,-0.280875,-0.394422,-1.56265,-1.09764,-0.203954,-0.186221,-0.416219,-0.321941,-2.72987,-0.264697,-0.801376,-0.0784393,-0.533469,0.206519,0.663505,0.182795,0.0860157,-0.311769,0.658477,-0.0843403,-0.407478,-1.21118,0.808663,0.50197,0.461556,-0.0190533,0.514609,0.204281,-0.503818
2607,OCIAD1,0.65646,0.760523,1.39362,0.78356,0.188711,1.17803,0.625169,0.831177,1.88121,0.52747,-0.458228,1.40023,1.46211,1.62945,0.970785,-0.264285,1.41478,1.05366,1.27536,1.37005,0.66124,0.678593,0.785684,0.950467,1.31081,-0.21945,1.00948,1.54925,0.641806,1.6073,1.66355,0.815473,0.935979,0.952201,0.813133,1.96439,1.00664,1.71264,0.22323,0.906171,0.842653,1.00912
2608,OCRL,0.0,-0.724355,-1.19282,-0.128733,0.0,-0.359237,-0.478247,-0.311807,0.0060283,-1.63921,0.256063,-1.68422,-0.621259,-1.35482,-0.93597,-1.20474,-0.487143,0.0,-0.296604,0.123256,0.527167,-1.86463,0.0,-1.33385,-1.00895,-0.594678,-0.429862,-0.26104,0.220859,-0.137167,-0.716138,-1.2355,-0.355799,-1.03135,0.0,-1.01513,-0.450288,-0.503504,0.0635108,-0.35822,0.218755,0.397166
2609,ODR4,-0.149697,0.528219,0.179189,-0.414448,0.0,-0.611795,0.430315,-0.00162211,-0.471534,-1.53697,0.0919966,0.542642,-0.122324,-0.734475,0.19941,-1.28192,-0.413725,-0.512907,3.11007,0.633824,-0.514195,-0.178121,0.0,0.569725,0.121889,-0.00993574,0.38148,-0.249887,-0.257616,0.574426,-0.318912,0.59136,0.227066,0.290682,0.0,0.0,-0.49768,-1.12451,-1.18876,0.135482,-0.409468,0.0
2610,OGDH,0.837525,0.326003,0.769695,0.592752,-0.116999,0.593761,-0.0659845,0.973438,0.498978,0.39537,0.118801,-0.0194056,1.15231,0.44637,0.192833,0.353171,1.02952,0.0795536,0.443578,1.33668,0.620415,0.613266,0.0511839,0.555625,-0.0713967,0.00214274,1.48193,1.04225,1.12965,1.78532,1.22561,1.55623,0.171892,0.80484,0.428194,1.25649,1.19351,1.32133,0.422287,0.665538,-0.0471127,0.609366
2611,OGFOD1,-1.88297,0.826621,-0.742314,-1.79512,-0.543801,-0.607165,-1.49074,-1.54553,-0.763269,-0.806275,0.233676,-0.474806,-0.850413,-0.500079,-1.33974,-0.621604,-0.38004,-0.777539,0.745435,-0.747478,-0.356436,-2.01254,-0.919121,0.0588594,-2.55283,-0.759482,-1.37073,-0.766992,-0.76465,-0.156836,-0.249113,-1.69096,-0.908171,-1.14373,0.100001,-0.887114,-0.0101234,-0.788854,0.708095,-0.555596,0.0131726,-0.147414
