,node,PD1_14,PD1_15,PD1_6,PD1_62,PD1_10,PD1_47,PD1_75,PD1_21,PD1_49,PD1_56,PD1_16,PD1_29,PD1_72,PD1_65,PD1_33,PD1_41,PD1_44,PD1_61,PD1_63,PD1_70,PD1_64,PD1_32,PD1_39,PD1_45,PD1_50,PD1_57,PD1_76,PD1_74,PD1_77,PD1_30,PD1_36,PD1_60,PD1_38,PD1_43,PD1_78,PD1_81,PD1_11,PD1_13,PD1_18,PD1_23,PD1_25,PD1_26,PD1_9,PD1_24,PD1_7,PD1_59,PD1_73,PD1_84,PD1_20,PD1_8,PD1_19,PD1_4,PD1_46,PD1_79,PD1_83,PD1_67,PD1_1,PD1_68,PD1_82,PD1_27,PD1_12,PD1_53,PD1_51,PD1_2,PD1_80,PD1_69,PD1_71,PD1_5,PD1_54,PD1_85,PD1_66,PD1_17,PD1_55,PD1_28
2684,PCCA,1.8327,1.63264,1.56039,1.90888,0.991426,0.894883,0.775447,0.986127,1.9556,1.57685,1.03895,0.235124,1.25206,2.23392,0.344286,1.37158,1.26779,1.57379,0.17229,0.969832,1.69154,-0.306779,0.0385701,0.20891,2.04193,1.77959,1.04589,0.0,0.711021,1.88159,1.94919,3.02691,1.21203,-0.635809,3.01922,0.0,1.55196,0.525529,0.488162,0.917056,1.96557,3.61914,0.128431,1.54233,1.91577,1.71493,3.55141,0.0,0.459425,1.7414,1.81139,2.13013,2.1061,2.12181,0.829539,2.1865,0.0810894,0.443445,1.69509,0.874626,1.05685,0.0675693,1.34101,2.82931,1.71452,2.21845,0.399289,-0.355013,1.66967,1.9178,0.0,0.614643,-0.46104,1.74493
2685,PCCB,0.953744,1.02097,0.510413,3.78981,0.750684,1.28524,0.0,0.0,1.9922,1.98829,1.36485,1.3966,0.0,2.36903,0.240205,0.0489677,1.48867,1.7747,0.0,0.0,2.02553,0.0930979,2.04265,-0.341432,1.72947,0.0,0.617751,3.2312,0.73294,1.1328,1.44415,2.81799,2.24942,1.15798,1.24538,0.0,1.10594,1.03679,0.124379,0.308173,2.50019,2.54478,-0.268355,2.01396,1.30786,1.34156,3.82924,-0.561645,0.861145,1.8442,1.78625,1.81929,2.65991,2.32067,0.55212,0.0,0.564577,0.36071,1.19468,0.0,1.45027,0.941356,1.1639,2.94556,0.738692,1.01444,1.15702,-0.417188,2.43503,1.59884,0.815973,1.35686,0.0,1.55329
2686,PCDHGC3,-0.862432,-0.014929,-1.17235,0.234041,0.417752,-1.20764,-0.215374,-1.02078,-1.16599,-0.0792819,-0.76407,0.0514861,0.0532683,1.05788,-1.73454,0.268865,-0.130126,0.638638,0.54795,0.0,-0.630496,0.229016,-0.944899,0.180166,-0.144203,1.17009,-0.527034,0.0,0.506327,-0.764333,0.0,0.592899,0.30484,0.0,0.479433,0.0,0.0,-0.405592,0.65299,-0.653641,0.15658,0.145162,0.0999661,1.2017,-0.788112,-0.142896,0.0,0.268573,-1.48725,-1.03385,-0.221492,0.0,0.500245,0.0,-0.294455,-0.246845,-0.0983821,-0.211054,0.325464,-2.88022,-0.677411,-0.357876,0.0,0.36582,0.0,-0.96608,-0.942778,-1.22046,0.0749852,-1.24185,0.208254,0.680958,-0.34369,-1.03986
2687,PCID2,-0.275591,-0.527569,-0.321408,-0.684583,-0.678865,-1.67982,-0.969127,-0.811067,-0.775874,-1.86209,-0.475378,-0.0638702,-1.60553,-0.995929,-0.019626,-1.40326,-0.117308,-0.858381,-1.58116,-1.839,-0.223577,-2.01409,-0.65769,-1.20447,-0.28297,-1.20071,-1.11427,0.0,-1.61584,-1.1173,-1.39744,-0.39092,-1.40887,0.0600299,-0.87941,0.0,-1.29095,-1.49056,0.558738,-0.964275,-0.132877,-0.324688,-1.06959,-0.54309,-0.6654,-1.35042,-0.769375,-1.62651,-0.793938,-1.12058,-0.413581,-0.445259,-1.72185,-0.968441,-0.79402,-2.0581,-1.45264,-2.00665,-1.11291,-1.38543,-1.09966,0.421148,-0.752363,-0.875572,-0.477011,-0.154958,-1.16955,-1.46775,-1.26266,-1.52508,-1.00803,-0.832086,-1.35847,-1.27867
2688,PCK2,2.20437,2.5287,2.13556,3.04482,0.64611,2.91189,0.571356,2.255,3.11867,2.75029,0.298432,2.04991,-0.530019,1.94836,0.540475,2.73748,1.50427,1.33043,0.886094,-0.384412,-0.406987,-0.0423702,1.83877,2.75919,1.69263,2.01284,-0.556962,4.0429,0.228741,1.48481,3.22474,3.08576,1.37778,-0.0551866,0.826257,1.83011,0.128497,1.95714,0.270277,1.13033,1.67794,0.637597,1.30424,3.07725,1.99901,1.8055,5.81641,0.731984,2.48909,1.90565,1.58684,4.05917,2.26704,2.12123,-0.205413,1.5065,2.4949,0.803775,1.67276,2.64688,1.84292,1.90027,1.26857,1.65382,1.03279,1.06047,1.76735,1.75437,1.98257,2.84415,0.355495,1.12366,1.50534,2.85034
2689,PCM1,-0.541944,0.104253,0.238705,-0.151088,-0.336996,-0.730696,-0.670841,-0.72898,-1.31598,-1.41406,-0.528218,0.0584252,-2.81268,-1.22201,-1.94746,-0.744783,-0.3495,-0.458505,-1.19346,0.0271578,-0.716277,-0.920222,0.0617962,-0.117413,-0.578911,-0.0819058,0.283107,0.0,-0.310792,-1.23658,0.00520474,-0.906347,-0.628059,0.259627,0.0,0.0,-0.753264,0.293682,0.155801,-0.0422089,-0.678393,-0.969066,0.624177,-2.14972,-0.298502,-0.271754,-0.938384,-0.363488,-1.27273,-1.67274,-0.671004,-0.00689679,-0.437825,-0.494015,-1.04011,-1.10891,-0.691448,-1.04109,0.295943,-1.08714,0.0986609,0.0302441,-1.08214,-1.46614,-0.655,-0.997757,0.441934,-0.452231,-0.572038,-0.786916,-0.791746,-0.0239104,0.789746,-1.04166
2690,PCMT1,-0.218089,-0.180588,0.185737,1.39447,-0.390589,-0.397441,-0.710243,0.919979,0.0917958,0.39452,-0.271565,0.319501,-0.31633,0.507171,-0.765239,-0.754219,-1.29176,0.351519,0.0541052,-0.229174,-0.0765557,-0.558914,-0.7925,-0.704904,0.769039,0.586847,-0.566857,-1.10276,-1.45336,0.444961,0.626974,-1.05759,-0.0748448,-0.843885,-0.493147,0.836189,-0.910821,0.545039,1.18338,-0.161414,-0.811046,-0.127055,1.4882,1.06117,0.282356,-0.540573,0.561101,0.530319,0.680897,-1.11767,0.420377,0.793711,-0.687448,-0.658393,0.549949,0.0600718,0.365122,1.38548,-0.326725,-1.51506,-0.116167,0.452304,-0.273379,-0.335502,-0.818322,-1.27478,-0.776151,0.0925235,0.0747254,-0.349306,0.320612,-0.572182,0.20638,0.0791371
2691,PCNA,-0.515166,-1.45279,-1.43997,-0.880068,-0.672294,-1.30862,-1.9427,-1.23452,-1.23967,-1.0355,-0.589036,-0.322055,-0.194937,-0.527481,-2.36811,-0.527367,-1.18212,-1.33216,-1.59134,0.445042,-2.00201,-1.07481,-1.91959,-1.46016,0.00605178,-1.84679,-0.312,-0.732517,-1.1661,-1.13137,-1.74415,-1.5397,-0.948678,-0.53748,-1.15274,-0.767309,-0.824919,-0.840406,-1.09801,-1.5192,-1.08451,-1.2272,-2.68445,-0.719346,-1.70274,-1.30774,-1.40038,-0.0272473,-0.207247,-1.10546,-1.13785,-1.14523,-1.83202,-1.52768,-0.152137,-0.605899,-0.844691,0.525114,-1.73282,-1.80336,-2.19614,-0.571902,-0.698214,-0.995213,-1.25122,0.530105,-0.421878,-1.07952,-1.58204,-2.08254,0.17089,-1.00354,-1.74331,-1.78949
2692,PCNP,-0.26964,-0.659455,-0.246299,0.664861,-0.0084993,-0.0721693,-0.553343,-0.648148,-0.941534,-1.12707,-0.601475,-1.48726,-0.41538,-0.253919,-0.531748,-1.30665,-0.420948,-0.0365214,-0.828824,-0.299938,-0.327843,-0.612691,0.185589,-1.19545,1.02365,0.423797,-0.311313,-0.607941,-0.764549,-0.487253,-1.15297,0.0629193,-0.52674,0.252548,-1.0965,0.696854,-0.609192,-0.828023,-0.537464,-0.121784,-0.230403,-0.879464,-0.252868,-0.250369,-0.283995,-0.398484,-0.237391,1.70956,-0.259453,-0.668514,-0.192229,-0.570396,-0.759284,-0.509881,-0.741131,-0.422324,-1.26056,0.774135,-0.578751,-2.83683,-1.06462,-0.135556,0.455281,-0.246183,-0.352267,-1.21987,-0.495928,0.0679459,-0.249903,-1.25509,-0.658086,-1.40328,-0.0550793,-2.56515
2693,PCYOX1,1.11375,1.19216,1.68053,1.72637,0.928316,0.629611,0.837579,0.648512,2.31423,1.88722,1.52942,1.37229,2.11347,1.53803,1.27878,1.1398,1.45972,0.889262,1.19122,0.854242,2.05847,1.39894,1.09684,1.13617,1.43845,1.33137,2.33354,0.0,0.825866,0.659683,2.07207,1.29571,1.21109,1.33843,2.46881,0.0,0.721712,0.550127,1.14674,-0.0372372,0.755218,1.44639,3.45948,0.94438,0.979586,0.245163,2.65598,1.1533,0.902986,0.985688,0.866467,1.59009,1.97176,1.71771,1.94827,0.331593,2.06355,1.18784,1.42098,1.22302,1.14522,0.847272,0.795021,1.08279,0.973446,0.135883,1.86988,1.07324,1.378,0.915431,1.41368,2.08256,1.14272,0.976304
2694,PCYT1A,-0.533045,0.627961,0.153795,0.381698,0.389506,0.49775,0.309711,1.04071,-0.344029,-0.200254,-1.25837,-0.0419183,0.351072,-0.864435,-1.24778,-0.241728,-0.43154,-0.080294,-0.855745,-1.23458,-0.674526,-1.77545,0.00746986,0.745105,0.254639,0.269503,-0.242811,0.0,-0.641328,0.277248,0.0434011,-0.194234,-0.730843,-0.769686,-0.221186,0.0,-0.156056,-0.211632,1.41442,-0.135573,-0.146326,-0.0996835,-1.5995,0.879045,-0.399742,-0.35304,0.0545616,0.462755,0.0549659,-0.176791,0.0647998,1.11629,0.124041,-0.0960681,-0.66717,0.36396,-0.239508,0.887969,-0.741381,-0.173495,-0.356878,-0.107508,0.874857,0.168723,0.0231063,-0.795082,0.584369,-0.0733933,-0.363479,-0.221585,-0.212583,0.638364,-0.422251,0.439108
2695,PCYT2,-1.75097,0.443334,0.939102,0.248861,0.243646,-0.217171,0.303997,-0.15914,0.549038,0.717981,-0.644741,-0.350593,0.873716,0.111565,-1.80827,-0.380035,-0.321835,-0.989605,1.30935,-0.180205,0.741181,0.501204,0.692804,-0.43254,1.01733,0.26445,0.552405,0.0,-0.582644,-0.317417,0.940123,-0.591914,0.0403787,-0.968946,-0.989209,0.0,1.70807,-0.789755,0.0368684,-0.310475,-0.192116,0.229956,2.1736,0.157687,0.462104,-0.384519,2.02611,-0.0581679,-1.04036,-0.41789,-0.456934,0.418736,-0.697134,0.831451,0.675921,-0.238086,0.550654,0.491955,0.18604,-0.378702,-0.471023,0.572803,-0.684728,0.719599,0.127075,-1.09457,0.249366,0.750676,0.0581899,-0.576996,-0.357357,-0.0081135,0.221374,0.0611715
2696,PDAP1,-0.552284,0.0744236,0.557865,0.438536,-0.40755,-0.351722,-0.193866,0.39505,-0.369296,0.464304,0.0765054,0.393348,-0.584135,0.179285,-0.289198,-0.266978,-0.0716561,0.023988,0.694555,0.199357,0.695699,-0.90952,-1.03134,-0.557237,0.703501,0.312761,-0.62326,0.266801,0.0607054,-0.447879,-0.395541,2.93355,-0.013641,0.932278,-0.478725,-0.133749,0.511469,-0.255632,0.00855267,-0.37618,0.0883713,-0.577516,1.07895,-0.146716,0.192307,-0.15195,0.403212,0.450488,-0.0841506,-0.749997,0.354308,0.0970131,-0.205305,0.631569,0.616087,-0.0989023,-0.221897,0.269794,-0.0677032,-1.15972,0.0118624,-0.760411,-1.02422,0.0950117,-0.0750284,-1.24608,-2.11476,0.18237,0.272771,-1.54492,-0.918784,0.408213,0.354163,0.298499
2697,PDCD10,0.953979,0.0457344,1.12913,0.854092,-0.833543,0.989464,0.271751,0.569265,1.39876,0.350908,0.269376,1.10473,0.341733,0.622143,1.25379,1.08585,0.281774,0.274868,0.221453,1.28101,0.257502,-0.329989,-0.0535969,0.0451461,1.19015,-0.225562,1.29958,0.259186,0.544783,0.754695,0.843584,-0.313702,0.386688,0.571924,0.964437,0.0,1.5321,-0.508858,1.54252,0.161071,0.478221,1.0533,0.145571,0.248689,1.41595,0.316119,1.29459,1.74989,0.930634,1.43212,1.52686,1.02686,0.581661,0.620517,1.47741,0.993817,1.48065,1.24822,0.684574,0.739155,0.479675,0.615383,0.50607,0.0907689,0.120661,-0.0572294,0.137667,-0.218825,0.343984,0.319037,-0.125464,-0.000268817,-0.362918,1.43831
2698,PDCD11,-1.42647,-1.92549,-1.61127,0.0877439,-0.703857,-1.20126,-1.14132,-2.4547,-1.02535,-0.262509,1.25425,-0.845659,-2.58405,-2.03864,-2.40733,-0.779553,-0.506427,0.112023,-0.540058,-2.97896,-0.776941,-1.93554,-1.00846,-0.765127,0.660264,-2.06774,-2.02429,0.0,-1.66206,-1.96293,-1.33023,-0.299355,-0.994921,-1.5089,-2.27985,0.0,-0.136392,-1.49907,-0.944274,-0.29655,-0.898985,0.196975,-1.52559,-1.1444,-2.43062,-0.523372,-0.421753,-0.856821,-1.50376,-1.38843,-2.42072,-0.805175,-1.72712,-0.977484,-2.37424,-0.0273429,0.253863,-1.88627,-3.34977,-0.779957,-0.769862,-0.0609734,0.201454,-0.814409,-1.89258,-0.277485,0.339178,-1.53039,-0.2891,-0.863454,-0.911496,-1.4778,-0.325406,-1.43365
2699,PDCD4,1.99138,2.59241,2.48411,1.39198,0.755358,2.87696,0.389128,0.671781,1.07725,2.47914,4.59701,1.22246,1.13861,1.8009,1.54492,2.10402,2.32844,1.30627,1.37034,1.64994,1.61852,3.64513,0.791559,0.564012,0.998765,0.95998,1.33667,0.0,0.450048,1.06866,2.1952,2.89476,1.51057,2.49001,0.0,2.47466,0.148953,0.922844,2.2432,3.45266,2.6208,3.40117,2.89593,1.40821,2.28548,2.44403,2.12913,0.996699,2.80395,2.18406,3.26045,0.902775,1.46436,1.6007,1.31495,0.850646,2.80687,0.747414,1.51751,0.996309,1.71706,1.50815,1.03868,1.41519,0.409032,-0.686572,0.0,0.0776579,0.719975,1.28015,0.89314,1.92969,1.8492,2.12579
2700,PDCD5,-0.411153,0.00192174,0.629057,-0.669139,-0.252047,-0.146013,-0.354739,0.52765,-0.0261558,0.365872,0.926972,1.06034,1.06312,0.869706,0.255603,-0.0559414,0.284209,-0.345664,-0.0497193,0.47711,-0.232241,-0.00819272,-0.528675,0.564773,1.41552,-0.198582,0.0752647,-0.839481,-0.698483,-1.03066,-0.025759,-0.695593,0.732366,0.874046,-0.155316,0.304758,0.312779,0.846337,0.7088,-0.118872,-0.226775,0.000172675,-0.1197,0.733186,0.421571,-0.684547,0.594583,1.54823,0.0190038,0.176218,0.248336,0.0853735,-0.0661168,0.0366535,1.17397,-0.601237,0.916661,1.52182,-0.234015,-0.396891,1.4091,-0.550999,-1.25907,-0.976662,-0.467439,-1.86001,-1.51163,-0.614433,0.295393,-1.05319,-1.74711,-0.385777,-0.116592,0.0875899
2701,PDCD6,1.35481,0.94952,1.58448,1.0608,0.711304,0.556647,0.0943405,1.15867,1.38633,1.70147,0.821314,1.62801,1.56892,1.43957,0.348327,0.75468,0.797395,0.862296,1.79856,1.01404,0.656768,1.27775,0.721324,0.521517,2.03984,0.940093,1.41805,0.843335,0.108598,0.627078,0.261265,0.824831,0.796818,0.994802,0.888153,0.370728,1.08922,0.415473,1.4314,0.361657,0.62628,0.0348825,1.99923,1.17007,0.920314,0.189591,0.920403,1.89797,0.875583,0.0511688,1.05159,1.57802,0.797576,1.43043,2.61695,0.51268,0.867866,2.70008,1.40983,0.251142,0.174146,0.896799,0.8768,0.485596,0.527008,-1.49161,0.103914,0.843164,-0.082323,0.126699,1.29422,0.563434,1.6008,0.785346
2702,PDCD6IP,-0.151743,0.747649,0.24785,0.24568,-0.602007,-0.291592,-0.303623,-0.615867,1.12707,0.0895198,0.133921,-0.0986909,-0.0335887,0.307197,-0.561627,-0.493636,0.0387722,-0.416227,-0.424998,-0.45508,-0.138707,0.225644,0.331067,0.431578,-0.251243,0.0102013,-0.658157,-0.793543,-0.25661,0.971604,0.0541142,-0.798836,-0.949725,0.464831,0.322221,-0.804377,-0.794864,-0.281269,0.78566,-0.634347,-0.0870805,0.353202,-0.289322,0.189169,-6.54e-05,-0.118347,0.437789,0.204275,-0.131494,0.0204031,0.0964329,0.466807,0.825206,0.399163,-0.669337,0.00822954,0.343741,0.50576,0.424563,-0.21563,-0.293413,0.453722,0.253865,-0.00294006,0.0251945,-0.0175746,0.319946,-0.333189,-0.23037,0.536871,0.531516,-0.17821,-0.123631,0.602883
2703,PDCL3,-1.06925,-0.916142,-0.463779,-1.3946,-1.01538,-1.25297,-0.36673,-0.462589,-0.310679,-1.27583,-0.630438,-0.568056,0.495975,-0.912272,-0.66448,-0.81527,-0.606479,0.147801,-1.18118,0.0178777,-0.890191,-1.61221,-1.38339,-1.1524,0.378233,-0.33305,0.468597,-0.889579,-0.979741,-0.500247,-1.24708,-1.63836,-0.373076,-1.20559,-0.673619,0.0,-0.584961,-0.765501,-0.942108,-1.28082,-1.30587,-1.60073,-0.632873,-0.789287,-0.477977,-1.2579,-0.244733,-2.00279,-0.526407,-0.605338,-0.690121,-1.04906,-0.97081,-0.264649,-0.411254,-1.08895,-0.355201,0.640536,-0.601755,-2.05504,-0.941616,-0.331744,-1.24696,-0.766103,-1.26125,-1.27718,-1.16601,-0.622923,-0.683162,-1.48762,-0.622964,-0.31347,-0.753667,-0.678855
2704,PDDC1,1.1902,1.2456,1.80578,0.915096,0.207533,0.274592,1.1594,1.4165,1.85492,0.982298,0.799277,1.13111,1.18246,0.480679,-0.364828,0.836603,0.528883,0.204939,0.375578,1.21378,1.52754,0.837019,0.416535,0.259616,1.47222,0.258362,1.15553,0.0,-0.0192197,0.641625,0.991268,0.796491,2.0928,-0.887937,0.695665,0.0,-0.454981,1.03213,0.273888,0.290218,-0.153987,0.568583,0.799166,1.4431,0.976864,0.837187,1.95873,1.66281,0.122617,1.1592,0.526534,0.295749,1.04582,0.888199,2.4858,0.935831,1.34569,2.17182,1.2004,-0.116938,0.902426,1.28882,0.775465,0.421838,-0.0191152,0.944243,0.247651,-0.0790609,0.679599,0.553013,-0.0623183,0.639756,0.479603,1.13503
2705,PDE12,-1.38615,-0.354813,-0.327827,-0.509775,-0.439687,-1.22964,-0.250525,-1.568,-0.321255,-0.412567,-1.05533,-0.251884,-1.13531,-0.645469,-1.73947,-0.965587,-0.799213,-0.0230666,-0.62973,-1.45824,-0.735458,-1.00025,-0.854647,-0.615091,-1.1638,-0.509369,-1.06101,-1.32934,-1.16382,-0.701641,-0.153738,-0.366698,-0.936806,-0.99233,-0.76781,0.0,-1.56927,-1.35962,-0.52453,-0.0776107,-0.392659,-1.12474,-0.0119114,-0.438987,0.0432724,-0.820529,-0.0336098,-0.533127,-1.03848,-1.07608,-0.974527,-0.257412,-0.670321,-0.140957,-1.42752,-1.01253,-0.21402,0.220919,-1.38436,-0.739371,-1.59369,0.0547885,-0.470013,-1.05517,-0.548674,-1.07291,0.0422766,-0.962199,-0.689678,-0.822557,-0.0919174,-0.936176,-0.615218,-1.22111
2706,PDE1C,-1.00124,-0.668761,-0.128906,-0.375621,-1.10209,-2.40446,-1.61419,-2.4957,-1.70896,-1.08904,-1.32316,-0.402357,-1.78753,-2.28532,-1.55572,-1.00347,-2.06855,-0.950262,-0.29774,-2.72169,0.0,-1.49196,-1.17494,-0.881175,-1.77553,-1.8669,-1.76007,0.0,0.0,-1.39566,-1.52386,-0.673305,-3.01176,0.0732579,0.0,0.0,0.0978015,-4.99,-0.329932,-4.21777,-1.92723,-2.43812,-1.23652,-1.1981,-0.462894,-1.04934,-1.33646,-0.384774,-1.37976,-0.847835,-0.0283884,-0.871481,-0.623809,-1.1258,-2.01598,-1.21414,-0.396493,0.46856,-2.48936,-1.28382,-2.09485,-1.80377,-0.814986,-1.45819,-2.5403,-0.997878,-3.07428,-1.68218,-0.867552,-2.91279,0.585086,-2.32081,-0.215942,-3.03575
2707,PDE6D,0.160538,0.132206,1.45442,0.973428,0.049282,0.491189,1.33072,1.13723,0.389483,0.760156,0.0,0.118905,-0.174602,0.0229839,0.0,0.0,0.449888,0.916811,0.658048,0.861147,0.617778,0.67073,-0.364467,-0.106578,0.564889,0.448507,0.539734,0.0,0.0,-0.352008,0.694367,0.948708,0.0,0.613259,0.0,0.0,0.480775,0.438525,0.577277,-0.207445,-0.939187,0.305601,1.47596,0.596519,0.0565317,0.439797,0.0,1.61499,-0.099135,-0.208119,0.142557,0.610693,0.506534,0.339009,2.05197,0.0,1.8493,1.99233,0.241011,-1.2946,0.333184,0.0,0.272959,0.0,-0.0712546,-0.273169,1.69327,0.0,0.131569,-0.155594,0.554472,0.978319,0.847954,1.17004
2708,PDGFRB,1.45465,1.11276,1.15847,2.84471,0.705281,0.922103,0.0,0.632627,1.52628,0.935127,-0.301342,1.22679,0.79015,2.18306,0.180921,0.897145,0.544231,0.0,0.946364,-0.0899204,1.16656,1.53932,0.989932,0.577256,-2.01523,2.37187,2.81728,0.0,-0.685242,1.22951,2.0574,0.0,0.275402,-0.541095,0.325063,0.0,0.164416,0.235009,1.13708,0.558756,1.56947,0.406546,1.00741,1.41698,1.10723,1.63058,2.50684,1.68766,0.547111,1.25632,1.10832,2.46403,1.59147,0.0,0.498601,2.07221,0.993244,2.39439,1.65701,0.715047,-0.103083,1.42354,1.88407,2.79732,1.13889,0.600788,1.95777,0.112938,1.73758,1.32171,1.92266,1.74239,0.0,1.78513
2709,PDHA1,0.861015,0.399526,-0.0590753,1.58163,0.189995,0.0737913,0.181519,-0.451396,0.613378,0.459238,0.609202,0.786583,0.362135,0.983116,-0.610919,0.575979,0.565535,0.364716,0.134368,-0.521342,0.164904,-0.242249,0.0655795,-0.603111,-0.694615,1.22276,0.346587,0.564848,-0.262143,-0.169913,1.13237,1.07322,-0.975441,-0.315993,-0.59113,1.28842,-0.816777,-0.0960082,-0.0758418,0.311836,0.748164,0.742061,1.10772,1.4589,0.211563,-0.10523,1.14005,0.128026,-0.0511808,0.332265,0.5528,1.37336,1.44982,1.30034,0.274181,1.06544,-0.393657,0.7522,-0.0774696,0.20365,-0.0408717,0.914428,0.555084,0.974352,0.434467,-0.418592,-0.0938297,0.154171,0.521517,0.408404,0.48635,-0.00229359,0.0776721,0.140904
2710,PDHB,1.1438,0.782628,0.659552,1.58838,0.256201,0.000751868,0.368634,0.0192027,0.157326,0.561441,0.748439,1.29324,0.722877,1.0557,0.0542102,0.137747,0.995642,0.44869,-0.262057,0.196245,0.318398,-0.301726,0.0359885,-0.106459,-0.243153,1.26894,0.242883,0.0537484,-0.162838,0.0568658,0.501906,1.38783,0.0520406,-0.578256,-0.181373,0.504568,-0.193042,0.143079,0.349296,0.240412,0.779882,0.977771,1.54009,1.7932,0.550603,-0.0420886,1.3808,0.365127,0.261163,0.175154,0.688124,1.67064,1.68948,1.48424,1.2971,1.73132,0.0481145,1.5149,0.361618,-0.0925,0.197214,0.882788,0.29399,1.39511,0.933915,-0.145434,0.245367,0.0989084,0.72641,-0.0161545,-0.0184868,0.411602,0.816818,0.397786
2711,PDHX,-0.666163,0.461093,-0.346585,1.42483,0.533409,-0.0639654,-0.187834,-1.15594,-0.24416,-0.936843,-0.303119,0.40496,-0.907725,1.25957,-0.234601,-0.00953114,0.216897,0.584046,-1.71693,-2.00584,0.145516,-0.754867,-0.0115114,-1.35145,-0.675575,0.996789,-1.07951,0.0,-0.551347,-0.119351,0.524862,1.2382,-1.46635,-1.11108,-1.17625,0.0,-1.37392,-0.622658,-0.910753,0.133557,0.587643,0.0530152,-0.16723,0.525136,-0.438146,-0.161188,0.210745,-0.111309,0.128878,-0.214628,0.205284,1.3024,1.4656,0.736445,-1.65781,1.06059,-0.608011,0.50926,0.189441,0.225419,-0.135048,-0.149277,0.448582,1.01006,0.181662,-0.939912,-0.181319,-0.020073,0.318483,-0.332923,-0.684117,0.150477,0.664142,0.671189
2712,PDIA3,-1.7854685000000001,-0.08327050000000003,-0.10347099999999992,0.2694805,-0.014360855,-0.6893994999999999,0.5513035,-0.048193499999999986,0.15127749999999998,0.09488349999999995,-1.3380745,-1.4315930000000001,-1.6611004999999999,-1.3179075,-2.3611500000000003,-1.5590760000000001,-2.3394269999999997,0.2285875,0.0460068,-0.706449,-0.34944749999999997,-1.6116979999999999,-1.1374835,-0.8295152,-0.9400310000000001,-0.682452,0.190299,-0.0146265,-0.8472495,-0.032921000000000034,-0.08259949999999999,-0.9000905,-0.7597495000000001,-1.34718955,-1.9487,0.22961199999999998,-0.6370355000000001,-0.40538299999999994,-0.45560600000000007,-0.29354849,0.11350749999999998,-2.000315,0.1642905,-1.0414941500000001,-1.5594085,-1.044832,0.5809135,-0.1141405,0.22162705000000002,-0.7718549,-0.90089005,-0.6608525000000001,0.12021999999999998,0.5656713000000001,-0.24850345000000001,-0.1858665,-1.1376175,0.3369075,-0.78696685,-0.13517499999999993,-1.0202912,-0.6544355,-0.161984,1.197559,-0.8405946,-1.914879,-0.9166666000000001,-1.0788485,-0.6956045,-0.636405,-0.1603385,-1.1687035000000001,-0.914754,1.066485
2713,PDIA4,-0.991588,0.563819,-0.248234,-0.269982,-1.05879,-0.487301,-0.0533931,0.610688,-0.392652,-0.68731,-0.86747,-1.49141,-0.555767,-0.526731,-1.89468,-0.374992,-1.43844,0.0519418,-0.20733,-0.372197,-0.495715,-1.18927,-1.08457,-0.702455,-1.04887,0.590828,-0.961516,-0.240199,0.109104,-0.129994,0.150876,-1.00402,-1.4764,0.500708,-0.173976,-0.534615,0.216743,-0.373124,-0.757026,-0.818713,-0.187112,-1.9052,-0.43925,-1.4094,-0.662279,-0.46722,0.112721,-0.124294,-0.355789,-0.221802,-0.956366,-0.0389704,-0.298096,-0.173343,-1.26511,-0.493463,-1.37238,-0.525573,-0.0251488,-1.73785,-0.696915,-0.674825,-0.479538,-0.323864,-0.791286,-0.45857,-0.534153,-0.00521186,0.375565,-0.533914,-0.464664,-0.32141,-0.689246,-0.520853
2714,PDIA5,0.0671983,0.484019,-0.460749,-0.0853191,-1.02,-0.288345,-0.676726,0.339512,0.0352709,-0.185636,-1.42221,-0.261457,-1.72506,-0.252288,0.232845,0.322194,-0.25971,-0.715497,-1.02327,-1.15398,-0.426113,-0.648872,-0.613245,-0.942788,-0.760977,-0.249173,-0.306892,0.0,-0.292206,1.15092,0.108907,-0.702493,-0.101743,-2.72592,1.9405,0.0,-1.00223,-0.0535729,-0.359367,-1.29157,-0.623406,-0.592699,0.0749706,-0.555979,-0.915387,-0.704459,0.608533,0.793863,0.139144,-1.61125,-1.26264,-0.472593,0.0566476,0.112932,-0.089875,-0.677031,-0.355201,0.883137,0.0406415,-1.1751,-0.349775,-0.181451,0.217034,0.0426111,-0.982378,-0.290059,-0.483417,-0.235161,0.430819,-0.475598,-1.66233,-0.832889,-1.40058,0.371565
2715,PDIA6,-0.338907,0.857233,0.230966,0.195614,-0.403777,-0.624762,0.00382271,0.514737,0.493553,-0.117127,-0.236765,-0.29195,-0.174281,-0.149621,-0.339806,-0.283695,-0.919312,-0.321647,-0.68086,0.076454,0.594512,-0.0902954,-0.445523,0.0956772,0.359677,0.462972,0.196396,-0.100276,0.575073,0.597673,0.532711,0.0131642,-0.804883,-0.00247826,-0.263419,0.0190383,-0.577902,0.672839,0.0955659,-1.01364,-0.218763,-0.730858,1.00064,-0.523044,-0.191094,-0.356282,0.39076,0.76225,0.0692913,0.0541002,-0.409045,-0.0206626,-0.0897517,0.141166,-0.361608,0.194031,-0.402469,0.799351,0.772539,-0.84346,-0.251675,0.105766,0.103958,-0.295066,-0.399008,-0.782707,-0.336693,0.0460214,0.464179,-0.125616,-0.412917,-0.156663,-0.570357,0.269359
